,ID,players_turn,decision_consistency,coalition_suggestion,C0,C1,C2,C3,C4,C5,C6,S0,S1,S2,S3,S4,S5,S6,R0,R1,R2,R3,R4,R5,R6,round_num,CP,in_cp,Reward
2,1001,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,1,-1,-1,1
3,1001,1,0,1,0,0,1,2,3,4,5,1,0,0,0,1,0,0,0,0,1,2,3,4,5,2,-1,-1,1
4,1001,1,0,1,0,0,1,2,3,1,4,1,1,0,0,0,0,1,0,0,1,2,3,1,4,3,-1,-1,1
5,1001,0,1,1,0,0,1,2,3,1,4,1,1,1,0,0,1,0,0,0,0,1,2,0,3,3,-1,-1,1
6,1001,1,0,1,0,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,1,2,0,3,4,-1,-1,1
7,1001,1,1,1,0,0,0,1,2,0,3,1,1,1,0,1,1,0,0,0,0,1,2,0,3,5,-1,-1,1
8,1001,0,1,1,0,0,0,1,2,0,3,1,1,1,0,0,0,0,0,0,0,1,2,3,4,5,-1,0,2
9,1001,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,1,0,0,0,1,2,3,4,6,-1,0,2
10,1001,1,0,1,0,0,0,1,2,3,4,1,1,0,0,0,0,0,0,0,0,1,2,3,4,7,-1,0,2
11,1001,1,0,1,0,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,2,3,4,8,-1,0,2
12,1001,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,4,9,-1,0,2
13,1001,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,10,-1,0,2
14,1001,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,11,-1,0,2
15,1001,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11,0,0,2
2,1002,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1002,0,1,1,0,1,2,1,3,4,5,1,0,0,0,0,1,0,0,1,2,1,3,0,4,1,-1,3,1
4,1002,1,1,1,0,1,2,1,3,0,4,1,1,0,1,0,1,0,0,1,2,1,3,0,4,2,-1,3,1
5,1002,1,0,1,0,1,2,1,3,0,4,1,0,0,0,0,0,1,0,1,2,1,3,0,4,3,-1,3,1
6,1002,1,0,1,0,1,2,1,3,0,4,1,0,0,0,0,1,1,0,1,2,1,3,0,4,4,-1,3,1
7,1002,1,0,1,0,1,2,1,3,0,4,1,0,1,0,0,1,0,0,1,2,1,3,0,4,5,-1,3,1
8,1002,1,0,1,0,1,2,1,3,0,4,1,0,1,0,0,1,0,0,1,2,1,3,0,4,6,-1,3,1
9,1002,1,0,1,0,1,2,1,3,0,4,1,0,0,0,0,0,1,0,1,2,1,3,0,4,7,-1,3,1
10,1002,1,0,1,0,1,2,1,3,0,4,1,0,0,1,0,0,0,0,1,2,1,3,0,4,8,-1,3,1
11,1002,1,0,1,0,1,2,1,3,0,4,1,0,0,0,0,1,1,0,1,2,1,3,0,4,9,-1,3,1
12,1002,1,1,1,0,1,2,1,3,0,4,1,1,0,1,0,1,0,0,1,2,1,3,0,4,10,-1,3,1
13,1002,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,10,3,3,1
2,1003,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1003,0,1,1,0,1,2,3,4,5,6,1,0,0,0,0,0,1,0,1,2,3,4,5,0,1,-1,2,1
4,1003,1,0,1,0,1,2,3,4,5,0,1,0,0,1,0,0,0,0,1,2,3,4,5,0,2,-1,2,1
5,1003,1,0,1,0,1,2,3,4,5,0,1,0,0,0,0,0,0,0,1,2,3,4,5,0,3,-1,2,1
6,1003,0,1,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,3,-1,-1,1
7,1003,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,4,-1,-1,1
8,1003,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,5,-1,-1,1
9,1003,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6,-1,-1,1
10,1003,2,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,6,1,1,1
2,1004,1,0,1,0,1,2,3,4,5,6,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1004,0,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,0,0,1,2,3,4,0,5,1,-1,3,1
4,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,0,0,1,1,0,1,2,3,4,0,5,2,-1,3,1
5,1004,0,1,0,0,1,2,3,4,0,5,1,0,0,1,0,0,0,0,1,2,3,4,0,5,2,-1,3,1
6,1004,1,0,1,0,1,2,3,4,0,5,1,0,1,0,0,0,0,0,1,2,3,4,0,5,3,-1,3,1
7,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,1,0,0,1,2,3,4,0,5,4,-1,3,1
8,1004,1,0,1,0,1,2,3,4,0,5,1,0,1,0,0,1,0,0,1,2,3,4,0,5,5,-1,3,1
9,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,0,0,0,0,0,1,2,3,4,0,5,6,-1,3,1
10,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,0,0,0,0,0,1,2,3,4,0,5,7,-1,3,1
11,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,0,0,1,0,0,1,2,3,4,0,5,8,-1,3,1
12,1004,0,1,0,0,1,2,3,4,0,5,1,0,0,1,0,0,0,0,1,2,3,4,0,5,8,-1,3,1
13,1004,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,1,0,0,1,2,3,4,0,5,9,-1,3,1
14,1004,0,1,1,0,1,2,3,4,0,5,1,1,1,1,0,1,0,0,0,0,0,1,0,2,9,-1,-1,1
15,1004,1,1,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,10,-1,-1,1
16,1004,2,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,10,1,1,1
2,1005,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,1,-1,-1,1
3,1005,0,1,1,0,0,1,2,3,4,5,1,1,1,0,0,0,0,0,0,0,1,2,3,4,1,-1,0,2
4,1005,0,1,0,0,0,0,1,2,3,4,1,0,0,0,0,0,1,0,0,0,1,2,3,4,1,-1,0,2
5,1005,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,2,-1,0,2
6,1005,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,3,-1,0,2
7,1005,1,0,1,0,0,0,1,2,3,4,1,1,0,0,0,0,0,0,0,0,1,2,3,4,4,-1,0,2
8,1005,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,4,5,-1,0,2
9,1005,1,0,1,0,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,2,3,4,6,-1,0,2
10,1005,1,0,1,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,2,3,1,7,-1,0,2
11,1005,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,7,0,0,2
2,1006,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1006,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,2,-1,-1,1
4,1006,0,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,0,0,1,2,3,4,0,5,2,-1,3,1
5,1006,1,0,1,0,1,2,3,4,0,5,1,0,0,0,1,0,0,0,1,2,3,4,0,5,3,-1,3,1
6,1006,1,0,1,0,1,2,3,4,0,5,1,1,0,0,0,0,0,0,1,2,3,4,0,5,4,-1,3,1
7,1006,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,1,0,0,1,2,3,4,0,5,5,-1,3,1
8,1006,0,1,1,0,1,2,3,4,0,5,1,1,0,1,0,1,1,0,0,1,0,2,0,0,5,-1,-1,1
9,1006,0,1,1,0,0,1,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,5,-1,-1,1
10,1006,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6,-1,-1,1
11,1006,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,1,6,-1,-1,1
12,1006,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,0,0,0,1,0,2,0,1,7,-1,-1,1
13,1006,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,1,8,-1,-1,1
14,1006,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,9,-1,-1,1
15,1006,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,0,0,0,1,0,2,0,1,10,-1,-1,1
16,1006,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,11,-1,-1,1
17,1006,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,12,-1,-1,1
18,1006,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,2,0,1,13,-1,-1,1
19,1006,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,14,-1,-1,1
20,1006,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,15,-1,-1,1
21,1006,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,15,3,3,1
2,1007,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1007,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,2,-1,-1,1
4,1007,0,1,1,0,0,1,2,3,1,4,1,1,1,0,0,0,0,0,0,0,1,2,3,4,2,-1,0,2
5,1007,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,3,-1,0,2
6,1007,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,4,-1,0,2
7,1007,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,5,-1,0,2
8,1007,1,0,1,0,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,2,3,4,6,-1,0,2
9,1007,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,7,-1,0,2
10,1007,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,7,-1,0,2
11,1007,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,8,-1,0,2
12,1007,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,0,0,2
2,1008,1,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,0,0,1,2,3,4,0,5,1,-1,3,1
3,1008,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,1,0,0,1,2,3,4,0,5,2,-1,3,1
4,1008,1,0,1,0,1,2,3,4,0,5,1,0,1,0,0,1,0,0,1,2,3,4,0,5,3,-1,3,1
5,1008,0,1,1,0,1,2,3,4,0,5,1,1,0,1,0,1,0,0,0,1,0,2,0,3,3,-1,-1,1
6,1008,1,0,1,0,0,1,0,2,0,3,1,1,0,1,0,1,1,0,0,1,0,2,0,3,4,-1,-1,1
7,1008,1,0,1,0,0,1,0,2,0,3,1,1,0,1,0,1,1,0,0,1,0,2,0,3,5,-1,-1,1
8,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,6,-1,-1,1
9,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,7,-1,-1,1
10,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,8,-1,-1,1
11,1008,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,9,-1,-1,1
12,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,10,-1,-1,1
13,1008,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,2,0,1,11,-1,-1,1
14,1008,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,12,-1,-1,1
15,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,13,-1,-1,1
16,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,14,-1,-1,1
17,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,15,-1,-1,1
18,1008,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,1,16,-1,-1,1
19,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,17,-1,-1,1
20,1008,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,2,0,1,18,-1,-1,1
21,1008,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,19,-1,-1,1
22,1008,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,19,3,3,1
2,1009,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1009,0,1,1,0,1,2,1,3,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,-1,-1,1
4,1009,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,-1,-1,1
5,1009,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,-1,-1,1
6,1009,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,4,-1,-1,1
7,1009,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,-1,-1,1
8,1009,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,1,0,1,1,1,2,1,0,6,-1,2,1
9,1009,1,0,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,1,1,2,1,0,7,-1,2,1
10,1009,2,2,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,7,2,2,1
2,1010,1,0,1,0,1,2,3,4,5,6,1,0,0,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1010,1,0,1,0,1,2,3,4,3,3,1,0,1,0,0,0,0,0,1,2,3,4,3,3,2,-1,-1,1
4,1010,1,0,1,0,1,2,3,4,3,3,1,0,1,0,0,0,0,0,1,2,3,4,3,3,3,-1,-1,1
5,1010,1,1,1,0,1,2,3,4,3,3,1,0,0,0,1,0,0,0,1,2,3,4,3,3,4,-1,-1,1
6,1010,1,0,1,0,1,2,3,4,3,3,1,0,0,0,0,0,0,0,1,2,3,4,3,3,5,-1,-1,1
7,1010,1,0,1,0,1,2,3,4,3,3,1,0,1,0,0,0,0,0,1,2,3,4,3,3,6,-1,-1,1
8,1010,1,1,1,0,1,2,3,4,3,3,1,0,0,1,0,1,1,0,1,2,3,4,3,3,7,-1,-1,1
9,1010,0,1,1,0,1,2,3,4,3,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0,7,-1,-1,1
10,1010,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,8,-1,-1,1
11,1010,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,9,-1,-1,1
12,1010,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,10,-1,-1,1
13,1010,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,0,1,10,-1,-1,1
14,1010,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,11,-1,-1,1
15,1010,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,1,2,0,1,12,-1,-1,1
16,1010,1,0,1,0,0,0,1,2,0,1,1,1,1,0,0,1,1,0,0,0,1,2,0,1,13,-1,-1,1
17,1010,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,14,-1,-1,1
18,1010,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0,1,15,-1,-1,1
19,1010,1,0,1,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0,1,0,1,2,0,3,16,-1,-1,1
20,1010,0,1,1,0,1,0,1,2,0,3,1,0,1,0,0,1,1,0,1,0,1,2,0,0,16,1,1,1
21,1010,2,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,16,1,1,1
2,1011,1,0,1,0,1,2,3,4,5,6,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1011,0,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,1,0,1,2,3,4,0,0,1,-1,-1,1
4,1011,1,0,1,0,1,2,3,4,0,0,1,0,0,1,0,1,1,0,1,2,3,4,0,0,2,-1,-1,1
5,1011,0,1,1,0,1,2,3,4,0,0,1,1,0,0,0,0,0,0,0,1,2,3,4,4,2,-1,-1,1
6,1011,1,0,1,0,0,1,2,3,4,5,1,0,0,0,0,1,0,0,0,1,2,3,4,5,3,-1,-1,1
7,1011,0,1,1,0,0,1,2,3,4,5,1,1,0,1,0,1,0,0,0,1,0,2,0,3,3,-1,-1,1
8,1011,1,0,1,0,0,1,0,2,0,3,1,1,1,1,0,1,0,0,0,1,0,2,0,3,4,-1,-1,1
9,1011,0,1,0,0,0,1,0,2,0,3,1,0,0,0,0,0,1,0,0,1,0,2,0,3,4,-1,-1,1
10,1011,1,0,1,0,0,1,0,2,0,3,1,0,0,0,0,0,1,0,0,1,0,2,0,3,5,-1,-1,1
11,1011,1,0,1,0,0,1,0,2,0,3,1,0,1,0,0,0,0,0,0,1,0,2,0,3,6,-1,-1,1
12,1011,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,7,-1,-1,1
13,1011,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,8,-1,-1,1
14,1011,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,2,0,1,9,-1,-1,1
15,1011,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,10,-1,-1,1
16,1011,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,2,0,1,11,-1,-1,1
17,1011,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,0,0,0,1,0,2,0,1,12,-1,-1,1
18,1011,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,13,-1,-1,1
19,1011,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,14,-1,-1,1
20,1011,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,1,15,-1,-1,1
21,1011,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,16,-1,-1,1
22,1011,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,16,3,3,1
2,1012,1,1,1,0,1,2,3,4,5,6,1,0,0,0,0,0,1,0,1,2,3,4,5,0,1,-1,2,1
3,1012,0,1,0,0,1,2,3,4,5,0,1,0,0,1,0,0,0,0,1,2,3,4,5,0,1,-1,2,1
4,1012,1,0,1,0,1,2,3,4,5,0,1,0,1,0,0,0,1,0,1,2,3,4,5,0,2,-1,2,1
5,1012,1,0,1,0,1,2,3,4,5,0,1,0,1,0,0,0,1,0,1,2,3,4,5,0,3,-1,2,1
6,1012,1,0,1,0,1,2,3,4,5,0,1,0,0,0,0,0,0,0,1,2,3,4,5,0,4,-1,2,1
7,1012,1,0,1,0,1,2,3,4,2,0,1,0,1,0,0,1,1,0,1,2,3,4,2,0,5,-1,2,1
8,1012,1,0,1,0,1,2,3,4,2,0,1,1,0,0,0,0,1,0,1,2,3,4,2,0,6,-1,2,1
9,1012,2,2,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,6,2,2,1
2,1013,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1013,1,1,1,0,1,2,3,4,5,2,1,0,0,0,0,1,0,0,1,2,3,4,0,2,2,-1,3,1
4,1013,1,0,1,0,1,2,3,4,0,2,1,0,1,0,0,1,1,0,1,2,3,4,0,2,3,-1,3,1
5,1013,0,1,1,0,1,2,3,4,0,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,3,-1,-1,1
6,1013,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,4,-1,-1,1
7,1013,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,5,-1,-1,1
8,1013,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1,0,5,-1,-1,1
9,1013,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,6,-1,-1,1
10,1013,2,2,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,6,2,2,1
2,1014,1,0,1,0,1,2,3,4,5,6,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1014,1,1,1,0,1,2,1,3,4,5,1,0,0,0,1,0,0,0,1,2,1,3,4,5,2,-1,-1,1
4,1014,0,1,1,0,1,2,1,3,4,5,1,0,0,0,0,1,0,0,1,2,1,3,0,4,2,-1,3,1
5,1014,1,1,1,0,1,2,1,3,0,4,1,1,0,1,0,1,0,0,1,2,1,3,0,4,3,-1,3,1
6,1014,1,0,1,0,1,2,1,3,0,4,1,0,0,0,0,1,1,0,1,2,1,3,0,4,4,-1,3,1
7,1014,1,0,1,0,1,2,1,3,0,4,1,0,1,0,0,1,0,0,1,2,1,3,0,4,5,-1,3,1
8,1014,1,1,1,0,1,2,1,3,0,4,1,1,0,1,0,1,0,0,1,2,1,3,0,4,6,-1,3,1
9,1014,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,6,3,3,1
2,1015,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1015,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,2,-1,-1,1
4,1015,0,1,1,0,0,1,2,3,4,5,1,1,0,1,0,0,0,0,0,1,0,2,3,4,2,-1,-1,1
5,1015,1,1,1,0,1,2,1,3,4,5,1,0,0,0,1,0,0,0,1,2,1,3,4,5,3,-1,-1,1
6,1015,1,1,1,0,1,2,1,3,4,2,1,1,0,1,0,0,0,0,1,2,1,3,4,2,4,-1,-1,1
7,1015,1,1,1,0,1,2,1,3,4,2,1,0,1,0,0,0,1,0,1,2,1,3,4,2,5,-1,-1,1
8,1015,1,1,1,0,1,2,1,3,4,2,1,1,0,0,0,0,0,0,1,2,1,3,4,2,6,-1,-1,1
9,1015,0,1,1,0,1,2,1,3,4,2,1,0,0,0,0,1,0,0,1,2,1,3,0,2,6,3,3,1
10,1015,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,6,3,3,1
2,1016,1,0,1,0,1,2,3,4,5,6,1,0,0,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1016,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,2,-1,-1,1
4,1016,0,1,1,0,0,1,2,3,4,5,1,1,1,0,0,0,0,0,0,0,1,2,3,4,2,-1,0,2
5,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,3,-1,0,2
6,1016,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,4,4,-1,0,2
7,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,1,0,0,0,0,1,2,3,4,5,-1,0,2
8,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,6,-1,0,2
9,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,7,-1,0,2
10,1016,0,1,0,0,0,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,2,3,4,7,-1,0,2
11,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,2,3,4,8,-1,0,2
12,1016,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,9,-1,0,2
13,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,2,3,1,10,-1,0,2
14,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,2,3,1,11,-1,0,2
15,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,2,3,1,12,-1,0,2
16,1016,1,0,1,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,2,3,1,13,-1,0,2
17,1016,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,13,-1,0,2
18,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,1,2,3,1,14,-1,0,2
19,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,2,3,1,15,-1,0,2
20,1016,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,16,-1,0,2
21,1016,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,1,2,3,1,17,-1,0,2
22,1016,1,0,1,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,2,3,1,18,-1,0,2
23,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,19,-1,0,2
24,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,1,2,3,1,20,-1,0,2
25,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,21,-1,0,2
26,1016,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,21,-1,0,2
27,1016,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,22,-1,0,2
